property_name,society,address,price,rate_per_sqft,total_area_sqft,area_type,bedRoom,bathroom,balcony,additionalRoom,current_floor,total_floors,facing,furnish_status,furnishDetails,features,rating,area_sqft,Environment,Safety,Lifestyle,Connectivity,Green Area,Amenitie,Management,Construction,avg_rating
3BHKFlatinSector102Gurgaon,Emaar Gurgaon Greens4.1 ★,"Multiple Options Availiable, Sector 102 Gurgaon, Gurgaon, Haryana",6500000.0,13495.0,1650.0,Carpet area,3.0,3.0,3.0,Servant Room,6.0,14.0,North-East,Semi-Furnished,"['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '2 Geyser', '12 Light', '2 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",5.0,1650.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.6
3BHKFlatinSector66Gurgaon,Emaar MGF The Palm Drive4.1 ★,"Sector 66 Gurgaon, Gurgaon, Haryana",6500000.0,18400.0,3300.0,Carpet area,3.0,3.0,3.0,"Pooja Room,Study Room,Servant Room,Store Room",11.0,17.0,North,Semi-Furnished,"['1 Stove', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,3300.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0
3BHKFlatinSector102Gurgaon,Emaar Gurgaon Greens4.1 ★,"902, Sector 102 Gurgaon, Gurgaon, Haryana",6500000.0,8484.0,1650.0,Carpet area,3.0,3.0,3.0,Servant Room,9.0,14.0,South-West,Unfurnished,Not Specified,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",5.0,1650.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.6
4BHKFlatinSector65Gurgaon,Emaar MGF Emerald Floors Premier3.8 ★,"Sector 65 Gurgaon, Gurgaon, Haryana",6500000.0,17721.0,1975.0,Unknown,4.0,4.0,3.0,Servant Room,4.0,4.0,East,Semi-Furnished,"['4 Wardrobe', '4 Geyser', '6 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",4.5,1975.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.5
3BHKFlatinSector82Gurgaon,Mapsko Royale Ville3.7 ★,"Sector 82, Sector 82 Gurgaon, Gurgaon, Haryana",9900000.0,5530.0,1790.0,Unknown,3.0,4.0,2.0,Servant Room,14.0,20.0,South-West,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",4.5,1790.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.6666666666666665
3BHKFlatinSector65Gurgaon,Emaar MGF Emerald Floors Premier3.8 ★,"Sector 65 Gurgaon, Gurgaon, Haryana",6500000.0,16060.0,1650.0,Carpet area,3.0,3.0,3.0,"Study Room,Servant Room",5.0,5.0,North,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']",4.5,1650.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.5
3BHKFlatinSector45Gurgaon,Unitech Greenwood City3.6 ★,"Sector 45 Gurgaon, Gurgaon, Haryana",6500000.0,12346.0,216.0,Unknown,3.0,3.0,2.0,Servant Room,1.0,4.0,North-West,Semi-Furnished,"['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '3 Geyser', '20 Light', '1 Modular Kitchen', '4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Park']",3.0,216.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,3.6
3BHKFlatinSector109Gurgaon,ATS Tourmaline3.9 ★,"Sector 109 Gurgaon, Gurgaon, Haryana",6500000.0,7674.0,2150.0,Unknown,3.0,3.0,3.0,Servant Room,16.0,27.0,North-East,Semi-Furnished,"['4 Fan', '3 Geyser', '4 Light', '3 AC', '1 Chimney', '1 Modular Kitchen', '3 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.5,2150.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0
4BHKFlatinSector9AGurgaon,Railway Officers RPF Society,"101, Tower A, Sector 9A Gurgaon, Gurgaon, Haryana",6500000.0,6921.0,1806.0,Carpet area,4.0,3.0,3.0,Servant Room,1.0,10.0,Unknown,Semi-Furnished,"['3 Wardrobe', '3 Geyser', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Park', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']",4.0,1806.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
3BHKFlatinSector62Gurgaon,Emaar Digihomes,"1103, Sector 62 Gurgaon, Gurgaon, Haryana",6500000.0,14871.0,2588.79,Unknown,3.0,3.0,3.0,Servant Room,18.0,32.0,North,Semi-Furnished,"['6 Fan', '7 Light', '8 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'Maintenance Staff', 'Swimming Pool', 'Separate entry for servant room', 'Fitness Centre / GYM', 'Club house / Community Center']",4.0,2588.79,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.25
3BHKFlatinSector83Gurgaon,Emaar Palm Gardens4.1 ★,"605, Sector 83 Gurgaon, Gurgaon, Haryana",6500000.0,9473.0,1900.0,Carpet area,3.0,3.0,3.0,Servant Room,6.0,16.0,South,Semi-Furnished,"['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '1 Geyser', '12 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",5.0,1900.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.4
4BHKFlatinSector91Gurgaon,TARC Maceo3.8 ★,"Sector 91 Gurgaon, Gurgaon, Haryana",6500000.0,11121.0,2724.0,Carpet area,4.0,3.0,3.0,"Pooja Room,Servant Room,Study Room,Store Room",8.0,13.0,South,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",5.0,2724.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.4
3BHKFlatinSector65Gurgaon,Emaar MGF Emerald Floors Premier3.8 ★,"Sector 65 Gurgaon, Gurgaon, Haryana",6500000.0,14242.0,1650.0,Built Up area,3.0,3.0,2.0,"Study Room,Servant Room",4.0,4.0,East,Unfurnished,Not Specified,"['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",4.5,1650.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.5
4BHKFlatinSector62Gurgaon,Pioneer Urban Presidia,"Sector 62 Gurgaon, Gurgaon, Haryana",6500000.0,16486.0,4337.0,Unknown,4.0,5.0,3.0,"Study Room,Servant Room,Store Room",7.0,27.0,East,Semi-Furnished,"['7 Wardrobe', '10 Fan', '6 Geyser', '1 Stove', '18 Light', '8 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",4.0,4337.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.25
4BHKFlatinSector77Gurgaon,Emaar MGF Palm Hills4.0 ★,"Sector 77 Gurgaon, Gurgaon, Haryana",6500000.0,8410.0,1950.0,Unknown,4.0,3.0,3.0,Servant Room,9.0,9.0,South,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Power Back-up', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",4.0,1950.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.666666666666667
3BHKFlatinSector65Gurgaon,Emaar MGF Emerald Floors Premier3.8 ★,"Sector 65 Gurgaon, Gurgaon, Haryana",6500000.0,16969.0,1650.0,Unknown,3.0,3.0,2.0,Servant Room,3.0,4.0,East,Semi-Furnished,"['5 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",4.5,1650.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.5
4BHKFlatinSector54Gurgaon,La Lagune,"La Lagune, Sector 54 Gurgaon, Gurgaon, Haryana",6500000.0,21360.0,3160.0,Built Up area,4.0,6.0,3.0,Servant Room,11.0,18.0,East,Semi-Furnished,"['5 Wardrobe', '8 Fan', '5 Geyser', '1 Stove', '12 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",4.0,3160.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.25
3BHKFlatinSector67Gurgaon,M3M Merlin3.7 ★,"1701, Sector 67 Gurgaon, Gurgaon, Haryana",6500000.0,14583.0,2400.0,Carpet area,3.0,4.0,3.0,"Servant Room,Store Room",17.0,25.0,South-East,Fully-Furnished,"['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '8 Light', '1 Chimney', '1 Modular Kitchen', '4 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",4.0,2400.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.2
3BHKFlatinSector65Gurgaon,M3M Latitude,"602, Sector 65 Gurgaon, Gurgaon, Haryana",6500000.0,26790.0,1717.0,Carpet area,3.0,3.0,3.0,"Servant Room,Pooja Room,Study Room,Store Room",7.0,42.0,South,Semi-Furnished,"['10 Fan', '18 Light', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",4.0,1717.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.25
3BHKFlatinSector74Gurgaon,M3M Skywalk,"2500, Sector 74 Gurgaon, Gurgaon, Haryana",6500000.0,12500.0,2000.0,Built Up area,3.0,3.0,3.0,Study Room,5.0,30.0,North-East,Unfurnished,Not Specified,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",4.5,2000.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
3BHKFlatinSector82AGurgaon,DLF The Primus3.9 ★,"16th Floor Dlf Primus-Sector-82a Gurgaon, Sector 82A Gurgaon, Gurgaon, Haryana",6500000.0,10516.0,2092.0,Unknown,3.0,3.0,3.0,Servant Room,16.0,32.0,North-East,Fully-Furnished,"['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '1 Stove', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Light', 'No TV']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,2092.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.666666666666667
4BHKFlatinSector82AGurgaon,DLF The Primus3.9 ★,"2nd Floor Dlf Primus Sector-82a Gurgaon, Sector 82A Gurgaon, Gurgaon, Haryana",6500000.0,10936.0,2606.0,Carpet area,4.0,4.0,3.0,Servant Room,2.0,16.0,North-East,Fully-Furnished,"['1 Water Purifier', '1 Fridge', '8 Fan', '1 Exhaust Fan', '1 Dining Table', '6 Geyser', '1 Stove', '1 Modular Kitchen', '1 Chimney', '6 AC', '1 Curtains', '4 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine', 'No Bed', 'No Light', 'No TV']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,2606.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.666666666666667
4BHKFlatinSector90Gurgaon,DLF Regal Gardens3.9 ★,"Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,7945.0,2215.0,Built Up area,4.0,4.0,3.0,None,8.0,29.0,North,Fully-Furnished,"['2 Wardrobe', '6 Fan', '1 Exhaust Fan', '1 Geyser', '8 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,2215.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5
2BHKFlatinSector106Gurgaon,Paras Dews,"Sector 106 Gurgaon, Gurgaon, Haryana",6500000.0,7220.0,1385.0,Built Up area,2.0,2.0,3.0,None,2.0,8.0,North-East,Semi-Furnished,"['2 Geyser', '1 Stove', '12 Light', '1 Modular Kitchen', '3 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park']",4.5,1385.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
4BHKFlatinSector61Gurgaon,Pioneer Park3.8 ★,"Sector 61 Gurgaon, Gurgaon, Haryana",6500000.0,12627.0,2851.0,Unknown,4.0,4.0,3.0,Servant Room,3.0,32.0,North,Fully-Furnished,"['6 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '10 Light', '4 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",5.0,2851.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.2
3BHKFlatinSector85Gurgaon,SS The Leaf3.8 ★,"Sector 85 Gurgaon, Sector 85 Gurgaon, Gurgaon, Haryana",6500000.0,7392.0,2408.0,Unknown,3.0,4.0,3.0,Store Room,6.0,26.0,West,Semi-Furnished,"['5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'No open drainage around', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",4.5,2408.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
3BHKFlatinSector71Gurgaon,CHD Avenue 713.6 ★,"Sector 71 Gurgaon, Gurgaon, Haryana",9800000.0,6049.0,1620.0,Unknown,3.0,3.0,3.0,Study Room,14.0,14.0,South-East,Unfurnished,[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",5.0,1620.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.4
3BHKFlatinSector60Gurgaon,Ireo Skyon4.0 ★,"203, Sector 60 Gurgaon, Gurgaon, Haryana",6500000.0,12818.0,2403.0,Built Up area,3.0,3.0,3.0,Servant Room,2.0,12.0,South-East,Fully-Furnished,"['1 Water Purifier', '4 Fan', '1 Geyser', '14 Light', '5 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Bed', '3 Wardrobe', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,2403.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
